query,region_res5,region_res4,label,total_orders,source,share_near,share_far,dist_segment
couples massage,852a3363fffffff,842a337ffffffff,2,50,REAL,0.2,0,MIXED
trampoline,8544de93fffffff,8444de9ffffffff,2,50,REAL,0.3,0.1,MIXED
brazilian wax,8544f423fffffff,8444f43ffffffff,2,50,REAL,0.6,0.2,MIXED
oil change,8544dd4ffffffff,8444dd5ffffffff,2,50,REAL,0.7,0,LOCAL
newport fun tours,8529a54ffffffff,8429a55ffffffff,2,50,REAL,0.5,0.2,MIXED
urban air,8527594ffffffff,8427595ffffffff,2,50,REAL,0.6,0,MIXED
ipl,8526c86bfffffff,8426c87ffffffff,2,50,REAL,0.7,0.2,LOCAL
ranch of horror,8529aba3fffffff,8429abbffffffff,2,50,REAL,0,0,MIXED
haircut style,8528304bfffffff,8428305ffffffff,2,50,REAL,0,0.2,MIXED
laser hair removal,8544ae83fffffff,8444ae9ffffffff,2,50,REAL,0.6,0.2,MIXED
hollywood hot glass,8544a107fffffff,8444a11ffffffff,2,50,REAL,0.7,0.2,LOCAL
chicago river cruise,852664c3fffffff,842664dffffffff,2,50,REAL,0.5,0.2,MIXED
rush fun,85489c03fffffff,84489c1ffffffff,2,50,REAL,0.6,0,MIXED
bna parking,85264d13fffffff,84264d1ffffffff,2,50,REAL,0.4,0.2,MIXED
massage,8528d147fffffff,8428d15ffffffff,2,50,REAL,0.1,0,MIXED
waterpark,852b9b33fffffff,842b9b3ffffffff,2,50,REAL,0.1,0.2,MIXED
showboat hotel,852a132ffffffff,842a133ffffffff,3,50,REAL,0,0.6,TRAVEL_LIKE
mini golf,852aab6ffffffff,842aab7ffffffff,3,50,REAL,0.5,0.5,TRAVEL_LIKE
massage,8526c937fffffff,8426c93ffffffff,3,50,REAL,0.6,0.3,MIXED
salt cave,852a8967fffffff,842a897ffffffff,3,50,REAL,0.3,0.3,MIXED
facial,8544130ffffffff,8444131ffffffff,3,50,REAL,0.6,0.4,MIXED
trampoline,8529ab9bfffffff,8429ab9ffffffff,3,50,REAL,0.7,0.3,MIXED
sky zone vestal,852aa5d7fffffff,842aa5dffffffff,3,50,REAL,0,0.3,MIXED
oil change,852a143bfffffff,842a143ffffffff,3,50,REAL,0.7,0.3,MIXED
massage,85281b5bfffffff,84281b5ffffffff,3,50,REAL,0.5,0.3,MIXED
things to do,8544ab97fffffff,8444ab9ffffffff,3,50,REAL,0.1,0.3,MIXED
nelly,8544ae87fffffff,8444ae9ffffffff,3,50,REAL,0.2,0.4,MIXED
disney on ice,8548e857fffffff,8448e85ffffffff,3,50,REAL,0.6,0.3,MIXED
oil change,8529a967fffffff,8429a97ffffffff,3,50,REAL,0,0.3,MIXED
haunted plantation,8526e84bfffffff,8426e85ffffffff,3,50,REAL,0.3,0.3,MIXED
the parking spot,8544c1bbfffffff,8444c1bffffffff,3,50,REAL,0.3,0.3,MIXED
treasure hunt,85291a6ffffffff,84291a7ffffffff,3,50,REAL,0,0.4,MIXED
pedicure,852a8967fffffff,842a897ffffffff,3,50,REAL,0.3,0.3,MIXED
tanning,85275d3bfffffff,84275d3ffffffff,3,50,REAL,0.1,0.5,TRAVEL_LIKE
inspection,852a1343fffffff,842a135ffffffff,3,50,REAL,0.5,0.4,MIXED
paintball,85265513fffffff,8426551ffffffff,3,50,REAL,0,0.8,TRAVEL_LIKE
indoor waterpark,852a160ffffffff,842a161ffffffff,3,50,REAL,0.1,0.3,MIXED
botox,85266d4bfffffff,84266d5ffffffff,3,50,REAL,0.5,0.3,MIXED
facial,852af627fffffff,842af63ffffffff,3,50,REAL,0.7,0.3,MIXED
bonanza golf,8544a9bbfffffff,8444a9bffffffff,3,50,REAL,0.2,0.4,MIXED
pedicure,852a100ffffffff,842a101ffffffff,3,50,REAL,0.6,0.3,MIXED
massage,852a1343fffffff,842a135ffffffff,3,50,REAL,0.7,0.3,MIXED
couples massage,8544daaffffffff,8444dabffffffff,3,50,REAL,0.2,0.3,MIXED
brazilian wax,852ab313fffffff,842ab31ffffffff,3,50,REAL,0.5,0.4,MIXED
buzzard cove,852ab3abfffffff,842ab3bffffffff,3,50,REAL,0.7,0.3,MIXED
nyc hotel,852a1073fffffff,842a107ffffffff,3,50,REAL,0.4,0.3,MIXED
arizona grand,8548eba7fffffff,8448ebbffffffff,3,50,REAL,0.6,0.4,MIXED
sky zone trampoline park,852aae93fffffff,842aae9ffffffff,3,50,REAL,0.4,0.5,TRAVEL_LIKE
great wolf lodge williamsburg,852af657fffffff,842af65ffffffff,3,50,REAL,0.3,0.4,MIXED
valvoline oil change,85275833fffffff,8427583ffffffff,3,50,REAL,0.7,0.3,MIXED
red boat tours,8544f627fffffff,8444f63ffffffff,3,50,REAL,0.3,0.5,TRAVEL_LIKE
oil change,8528a903fffffff,8428a91ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
showboat water park,852a132ffffffff,842a133ffffffff,3,50,REAL,0,0.3,MIXED
water park,852758dbfffffff,842758dffffffff,3,50,REAL,0,0.5,TRAVEL_LIKE
cactus,852a10bbfffffff,842a10bffffffff,3,50,REAL,0.6,0.3,MIXED
museum,852aa847fffffff,842aa85ffffffff,3,50,REAL,0.5,0.4,MIXED
facial,85260d83fffffff,84260d9ffffffff,3,50,REAL,0.6,0.4,MIXED
gaylord texan ice,8526c863fffffff,8426c87ffffffff,3,50,REAL,0.6,0.4,MIXED
monster golf,852659b7fffffff,842659bffffffff,3,50,REAL,0.6,0.4,MIXED
massage,85264cabfffffff,84264cbffffffff,3,50,REAL,0.3,0.4,MIXED
skyline,852a1073fffffff,842a107ffffffff,3,50,REAL,0.5,0.5,TRAVEL_LIKE
wine tasting,852a3057fffffff,842a305ffffffff,3,50,REAL,0.3,0.3,MIXED
all star,8526e3c7fffffff,8426e3dffffffff,3,50,REAL,0.3,0.7,TRAVEL_LIKE
massage heights,852ab317fffffff,842ab31ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
couples massage,8529a18ffffffff,8429a19ffffffff,3,50,REAL,0.6,0.3,MIXED
laser hair removal,8544d077fffffff,8444d07ffffffff,3,50,REAL,0.6,0.4,MIXED
lip flip,8529a1d3fffffff,8429a1dffffffff,3,50,REAL,0.5,0.5,TRAVEL_LIKE
photo,8544ca07fffffff,8444ca1ffffffff,3,50,REAL,0,0.5,TRAVEL_LIKE
great wolf,85265647fffffff,8426565ffffffff,3,50,REAL,0.3,0.6,TRAVEL_LIKE
nomad organic spa,852a3067fffffff,842a307ffffffff,3,50,REAL,0.7,0.3,MIXED
nyc skyline,852a1073fffffff,842a107ffffffff,3,50,REAL,0.2,0.6,TRAVEL_LIKE
roller skating,8544a187fffffff,8444a19ffffffff,3,50,REAL,0.5,0.3,MIXED
city pass,85446c13fffffff,84446c1ffffffff,3,50,REAL,0.1,0.7,TRAVEL_LIKE
african american music museum,85264d13fffffff,84264d1ffffffff,3,50,REAL,0.3,0.7,TRAVEL_LIKE
oilstop,85283217fffffff,8428321ffffffff,3,50,REAL,0.5,0.3,MIXED
sea aquarium,8544a113fffffff,8444a11ffffffff,3,50,REAL,0.1,0.8,TRAVEL_LIKE
mad arts,8544a10ffffffff,8444a11ffffffff,3,50,REAL,0.6,0.3,MIXED
magic show,852986bbfffffff,842986bffffffff,3,50,REAL,0.6,0.4,MIXED
pure power cycle,8544a113fffffff,8444a11ffffffff,3,50,REAL,0.7,0.3,MIXED
paintball,85485bcffffffff,84485bdffffffff,3,50,REAL,0,1,TRAVEL_LIKE
las vegas strip,852986bbfffffff,842986bffffffff,3,50,REAL,0.6,0.4,MIXED
pest control,85446cb7fffffff,84446cbffffffff,3,50,REAL,0,1,TRAVEL_LIKE
couples spa,8544a13bfffffff,8444a13ffffffff,3,50,REAL,0.6,0.3,MIXED
couples massage,852661b3fffffff,842661bffffffff,3,50,REAL,0.5,0.4,MIXED
lymphatic drainage facial,852a100ffffffff,842a101ffffffff,3,50,REAL,0.6,0.4,MIXED
sandy little beakers,85269633fffffff,8426963ffffffff,3,50,REAL,0.4,0.6,TRAVEL_LIKE
snow tubing,8544ca07fffffff,8444ca1ffffffff,3,50,REAL,0,0.8,TRAVEL_LIKE
skyzone,85444427fffffff,8444443ffffffff,3,50,REAL,0.4,0.3,MIXED
massage,852aa49bfffffff,842aa49ffffffff,3,50,REAL,0.5,0.3,MIXED
kids activities,8526c83bfffffff,8426c83ffffffff,3,50,REAL,0.3,0.3,MIXED
facial,85446ddbfffffff,84446ddffffffff,3,50,REAL,0.6,0.3,MIXED
trans siberian orchestra,85274343fffffff,8427435ffffffff,3,50,REAL,0.2,0.7,TRAVEL_LIKE
botox,85264daffffffff,84264dbffffffff,3,50,REAL,0.3,0.5,TRAVEL_LIKE
foot reflexology,852986bbfffffff,842986bffffffff,3,50,REAL,0.6,0.4,MIXED
iv therapy,8544f01bfffffff,8444f01ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
botox,852ab2c3fffffff,842ab2dffffffff,3,50,REAL,0.7,0.3,MIXED
costci,8526caa7fffffff,8426cabffffffff,3,50,REAL,0,1,TRAVEL_LIKE
moonshine coaster,8544ca03fffffff,8444ca1ffffffff,3,50,REAL,0.2,0.6,TRAVEL_LIKE
painting,852a33cbfffffff,842a33dffffffff,3,50,REAL,0,1,TRAVEL_LIKE
deep tissue massage,8529a18bfffffff,8429a19ffffffff,3,50,REAL,0.6,0.3,MIXED
teeth whitening,8528f00ffffffff,8428f01ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
hydrafacial,8544a90ffffffff,8444a91ffffffff,3,50,REAL,0.5,0.3,MIXED
moonshine mountain coaster,8544ca07fffffff,8444ca1ffffffff,3,50,REAL,0,0.6,TRAVEL_LIKE
tours,85283083fffffff,8428309ffffffff,3,50,REAL,0.2,0.3,MIXED
movie tickets,85283287fffffff,8428329ffffffff,3,50,REAL,0,0.5,TRAVEL_LIKE
food tour,852a1073fffffff,842a107ffffffff,3,50,REAL,0.4,0.6,TRAVEL_LIKE
bond,852a1063fffffff,842a107ffffffff,3,50,REAL,0.3,0.7,TRAVEL_LIKE
ice skating,8544ca3bfffffff,8444ca3ffffffff,3,50,REAL,0.1,0.8,TRAVEL_LIKE
kona manta ray,855d106bfffffff,845d107ffffffff,3,50,REAL,0.1,0.8,TRAVEL_LIKE
skydiving,85489cbbfffffff,84489cbffffffff,3,50,REAL,0,0.6,TRAVEL_LIKE
big bus,8529a1d7fffffff,8429a1dffffffff,3,50,REAL,0.4,0.6,TRAVEL_LIKE
movie theater,85283287fffffff,8428329ffffffff,3,50,REAL,0,0.4,MIXED
membership,852ab12bfffffff,842ab13ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
manta ray night snorkel,855d106bfffffff,845d107ffffffff,3,50,REAL,0.3,0.7,TRAVEL_LIKE
autodesk,8526d153fffffff,8426d15ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
keratin treatment,8544c123fffffff,8444c13ffffffff,3,50,REAL,0.2,0.5,TRAVEL_LIKE
everglades airboat,8544a1affffffff,8444a1bffffffff,3,50,REAL,0.2,0.7,TRAVEL_LIKE
driving,8544a8c7fffffff,8444a8dffffffff,3,50,REAL,0,0.9,TRAVEL_LIKE
gift card,8527481bfffffff,8427481ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
photobook,8544a93bfffffff,8444a93ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
laser hair removal spaderma,852664cbfffffff,842664dffffffff,3,50,REAL,0,1,TRAVEL_LIKE
amc theatres,852a956ffffffff,842a957ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
sam’s card,852ab12bfffffff,842ab13ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
apple watch band,852a1063fffffff,842a107ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
paint,8512eccbfffffff,8412ecdffffffff,3,50,REAL,0.2,0.8,TRAVEL_LIKE
anakeesta,8544ca07fffffff,8444ca1ffffffff,3,50,REAL,0.1,0.6,TRAVEL_LIKE
first lady,852664c3fffffff,842664dffffffff,3,50,REAL,0.6,0.3,MIXED
whale,8528d10ffffffff,8428d11ffffffff,3,50,REAL,0.1,0.5,TRAVEL_LIKE
washington,852aa847fffffff,842aa85ffffffff,3,50,REAL,0.2,0.7,TRAVEL_LIKE
toothbrush,8528f00ffffffff,8428f01ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
newborn photography,8544a103fffffff,8444a11ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
notary public,85283083fffffff,8428309ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
batteries,8529a033fffffff,8429a03ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
dave and busters,852a100ffffffff,842a101ffffffff,3,50,REAL,0.2,0.8,TRAVEL_LIKE
new orleans,85444653fffffff,8444465ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
spenga,852aac97fffffff,842aac9ffffffff,3,50,REAL,0.1,0.7,TRAVEL_LIKE
new york city pass,852a1073fffffff,842a107ffffffff,3,50,REAL,0.2,0.8,TRAVEL_LIKE
cinnabon,8544d543fffffff,8444d55ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
world of chocolate,8544a917fffffff,8444a91ffffffff,3,50,REAL,0.3,0.5,TRAVEL_LIKE
chicago boat tours,852664c3fffffff,842664dffffffff,3,50,REAL,0.5,0.5,TRAVEL_LIKE
burberry,852a1063fffffff,842a107ffffffff,3,50,REAL,0,0.8,TRAVEL_LIKE
habachi,8544a903fffffff,8444a91ffffffff,3,50,REAL,0.4,0.4,MIXED
aa batteries,852a1077fffffff,842a107ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
things to do,854446cbfffffff,844446dffffffff,3,50,REAL,0.3,0.7,TRAVEL_LIKE
boat,85444643fffffff,8444465ffffffff,3,50,REAL,0.1,0.8,TRAVEL_LIKE
vampire tour,85444643fffffff,8444465ffffffff,3,50,REAL,0.4,0.6,TRAVEL_LIKE
things to do,852a956ffffffff,842a957ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
massage,85446c03fffffff,84446c1ffffffff,3,50,REAL,0.5,0.5,TRAVEL_LIKE
baby bliss flat iron,8526e38bfffffff,8426e39ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
coaster,8544ca03fffffff,8444ca1ffffffff,3,50,REAL,0,0.9,TRAVEL_LIKE
axe throwing,8529a41bfffffff,8429a41ffffffff,3,50,REAL,0.5,0.4,MIXED
boots,8529a56bfffffff,8429a57ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
christmas pictures,8544a103fffffff,8444a11ffffffff,3,50,REAL,0,0.8,TRAVEL_LIKE
jc penney photo,8544a103fffffff,8444a11ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
light blue,852a1077fffffff,842a107ffffffff,3,50,REAL,0.2,0.8,TRAVEL_LIKE
jump,85446dd3fffffff,84446ddffffffff,3,50,REAL,0.3,0.6,TRAVEL_LIKE
windows 11 activation key,852aac33fffffff,842aac3ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
wheel alignment,852aa523fffffff,842aa53ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
amf bowling,8544f047fffffff,8444f05ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
velocity driving,8544a8c7fffffff,8444a8dffffffff,3,50,REAL,0,1,TRAVEL_LIKE
photobooks,8544a93bfffffff,8444a93ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
hot air balloon ride,8529b6c3fffffff,8429b6dffffffff,3,50,REAL,0.4,0.3,MIXED
bay cruise,85283083fffffff,8428309ffffffff,3,50,REAL,0.3,0.5,TRAVEL_LIKE
kids,852aaaa7fffffff,842aaabffffffff,3,50,REAL,0,0.8,TRAVEL_LIKE
bonkers,8526e513fffffff,8426e51ffffffff,3,50,REAL,0.2,0.3,MIXED
pass,852a100ffffffff,842a101ffffffff,3,50,REAL,0.6,0.4,MIXED
microsoft word,852aad57fffffff,842aad5ffffffff,3,50,REAL,0,0.9,TRAVEL_LIKE
swamp,85444653fffffff,8444465ffffffff,3,50,REAL,0.1,0.7,TRAVEL_LIKE
cbd tincture,852681a7fffffff,842681bffffffff,3,50,REAL,0,1,TRAVEL_LIKE
hop on hop off bus,85283083fffffff,8428309ffffffff,3,50,REAL,0.4,0.4,MIXED
"windows 11 lifetime pro, home, education, and enterprise",852aad57fffffff,842aad5ffffffff,3,50,REAL,0,0.9,TRAVEL_LIKE
vent cleaning,8526940bfffffff,8426941ffffffff,3,50,REAL,0,0.6,TRAVEL_LIKE
cards,852a137bfffffff,842a137ffffffff,3,50,REAL,0.1,0.9,TRAVEL_LIKE
bike central park,852a100ffffffff,842a101ffffffff,3,50,REAL,0.6,0.4,MIXED
shooting range,8544a107fffffff,8444a11ffffffff,3,50,REAL,0.3,0.6,TRAVEL_LIKE
jcpennys,8544a103fffffff,8444a11ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
mob museum,852986bbfffffff,842986bffffffff,3,50,REAL,0.5,0.5,TRAVEL_LIKE
hotels,8544a917fffffff,8444a91ffffffff,3,50,REAL,0,0.5,TRAVEL_LIKE
valvoline oil change,852659b3fffffff,842659bffffffff,3,50,REAL,0.4,0.6,TRAVEL_LIKE
amc movie tickets,852a956ffffffff,842a957ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
gocity,852986bbfffffff,842986bffffffff,3,50,REAL,0.2,0.8,TRAVEL_LIKE
central park bike rental,852a100ffffffff,842a101ffffffff,3,50,REAL,0.6,0.4,MIXED
windows home,852aad57fffffff,842aad5ffffffff,3,50,REAL,0,0.9,TRAVEL_LIKE
jcpenney photos,8544a103fffffff,8444a11ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
windows 11pro,852aad57fffffff,842aad5ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
photo studio,8544a103fffffff,8444a11ffffffff,3,50,REAL,0,1,TRAVEL_LIKE
velocity,8544a8c7fffffff,8444a8dffffffff,3,50,REAL,0,1,TRAVEL_LIKE
alpine mountain coaster,8544ca07fffffff,8444ca1ffffffff,3,50,REAL,0.2,0.8,TRAVEL_LIKE
american horrorplex,85266887fffffff,8426689ffffffff,3,50,REAL,0.4,0.5,TRAVEL_LIKE
dave busters,8544d84bfffffff,8444d85ffffffff,3,50,REAL,0.6,0.3,MIXED
lorelei,8544132ffffffff,8444133ffffffff,3,50,REAL,0.1,0.8,TRAVEL_LIKE
couples massage,8529ab9bfffffff,8429ab9ffffffff,0,50,REAL,0.81818181818181823,0.090909090909090912,LOCAL
microneedling,85446cabfffffff,84446cbffffffff,0,50,REAL,1,0,LOCAL
dave busters,852a142ffffffff,842a143ffffffff,0,50,REAL,0.90909090909090906,0.090909090909090912,LOCAL
colon hydrotherapy,852a100ffffffff,842a101ffffffff,0,50,REAL,0.90909090909090906,0.090909090909090912,LOCAL
iv therapy,8529a1d3fffffff,8429a1dffffffff,0,50,REAL,1,0,LOCAL
womens haircut,852a1057fffffff,842a105ffffffff,0,50,REAL,1,0,LOCAL
lymphatic massage,852664c3fffffff,842664dffffffff,0,50,REAL,1,0,LOCAL
facial,852830d7fffffff,842830dffffffff,0,50,REAL,1,0,LOCAL
oil change,852a1073fffffff,842a107ffffffff,0,50,REAL,1,0,LOCAL
magical forest,852986bbfffffff,842986bffffffff,0,50,REAL,1,0,LOCAL
tiabi,852986bbfffffff,842986bffffffff,0,50,REAL,0.81818181818181823,0.18181818181818182,LOCAL
botox,85268cdbfffffff,84268cdffffffff,0,50,REAL,0.81818181818181823,0.090909090909090912,LOCAL
laser hair removal,852a1063fffffff,842a107ffffffff,0,50,REAL,1,0,LOCAL
brazilian wax,85268cc3fffffff,84268cdffffffff,0,50,REAL,1,0,LOCAL
brazilian wax,8529a19bfffffff,8429a19ffffffff,0,50,REAL,1,0,LOCAL
microneedling,8529a1d3fffffff,8429a1dffffffff,0,50,REAL,1,0,LOCAL
pedicure,852a100bfffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
choplins,8544d86bfffffff,8444d87ffffffff,0,50,REAL,0.90909090909090906,0,LOCAL
brazilian wax,852a3067fffffff,842a307ffffffff,0,50,REAL,1,0,LOCAL
food,8529a563fffffff,8429a57ffffffff,0,50,REAL,1,0,LOCAL
haircut,852a104bfffffff,842a105ffffffff,0,50,REAL,0.81818181818181823,0,LOCAL
uptown,8548e96bfffffff,8448e97ffffffff,0,50,REAL,0.90909090909090906,0.090909090909090912,LOCAL
facials,8529a1d3fffffff,8429a1dffffffff,0,50,REAL,1,0,LOCAL
swedish massage,852a100ffffffff,842a101ffffffff,0,50,REAL,0.90909090909090906,0,LOCAL
facials,852a134ffffffff,842a135ffffffff,0,50,REAL,0.90909090909090906,0,LOCAL
full synthetic oil change,8544a1abfffffff,8444a1bffffffff,0,50,REAL,1,0,LOCAL
brunch,852a100ffffffff,842a101ffffffff,0,50,REAL,0.81818181818181823,0.18181818181818182,LOCAL
massage,852a1003fffffff,842a101ffffffff,0,50,REAL,0.81818181818181823,0.090909090909090912,LOCAL
nails,852832bbfffffff,842832bffffffff,0,50,REAL,0.90909090909090906,0,LOCAL
scalp massage,852986bbfffffff,842986bffffffff,0,50,REAL,0.81818181818181823,0.090909090909090912,LOCAL
back facial,852a100ffffffff,842a101ffffffff,0,50,REAL,0.90909090909090906,0.090909090909090912,LOCAL
brazilian blowout,8529a19bfffffff,8429a19ffffffff,0,50,REAL,0.90909090909090906,0.090909090909090912,LOCAL
sailing,85283083fffffff,8428309ffffffff,0,50,REAL,1,0,LOCAL
pines ice,8544a1abfffffff,8444a1bffffffff,0,50,REAL,0.90909090909090906,0.090909090909090912,LOCAL
botox,852aa847fffffff,842aa85ffffffff,0,50,REAL,0.81818181818181823,0.090909090909090912,LOCAL
oil change,852681a7fffffff,842681bffffffff,0,50,REAL,1,0,LOCAL
botox,8544a973fffffff,8444a97ffffffff,0,50,REAL,1,0,LOCAL
wheel alignment,852986bbfffffff,842986bffffffff,0,50,REAL,0.81818181818181823,0.18181818181818182,LOCAL
microneedling,852a3077fffffff,842a307ffffffff,0,50,REAL,0.81818181818181823,0.090909090909090912,LOCAL
massage,852aaa87fffffff,842aaa9ffffffff,0,50,REAL,1,0,LOCAL
dear heart salon,8528d543fffffff,8428d55ffffffff,0,50,REAL,0.81818181818181823,0.18181818181818182,LOCAL
massage,85283093fffffff,8428309ffffffff,0,50,REAL,0.90909090909090906,0.090909090909090912,LOCAL
haircut,852a957bfffffff,842a957ffffffff,0,50,REAL,1,0,LOCAL
spa massage broadway,852a100bfffffff,842a101ffffffff,0,50,REAL,0.81818181818181823,0.18181818181818182,LOCAL
smog test,8529a56bfffffff,8429a57ffffffff,0,50,REAL,1,0,LOCAL
amazing jakes,8548eba3fffffff,8448ebbffffffff,0,50,REAL,0.90909090909090906,0,LOCAL
brazil bronze,852a1073fffffff,842a107ffffffff,0,50,REAL,1,0,LOCAL
escape room,852a3077fffffff,842a307ffffffff,0,50,REAL,0.81818181818181823,0,LOCAL
edge,8544f00bfffffff,8444f01ffffffff,0,50,REAL,1,0,LOCAL
spray tan,852696abfffffff,842696bffffffff,0,50,REAL,0.90909090909090906,0.090909090909090912,LOCAL
brazilian wax,852a107bfffffff,842a107ffffffff,0,50,REAL,1,0,LOCAL
pedicure,85268cc3fffffff,84268cdffffffff,0,50,REAL,1,0,LOCAL
temple radiance,8529a1c3fffffff,8429a1dffffffff,0,50,REAL,1,0,LOCAL
blissful headspace,852a100ffffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
launch trampoline park,852a100bfffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
lash lift,8528d543fffffff,8428d55ffffffff,0,50,REAL,0.81818181818181823,0.090909090909090912,LOCAL
eyelash extensions,8529a1d7fffffff,8429a1dffffffff,0,50,REAL,0.90909090909090906,0.090909090909090912,LOCAL
laser hair removal,85264627fffffff,8426463ffffffff,0,50,REAL,0.90909090909090906,0.090909090909090912,LOCAL
pedicure,852a1047fffffff,842a105ffffffff,0,50,REAL,1,0,LOCAL
oil change,852b9b57fffffff,842b9b5ffffffff,0,50,REAL,0.81818181818181823,0,LOCAL
sev laser,8544c133fffffff,8444c13ffffffff,0,50,REAL,0.81818181818181823,0.18181818181818182,LOCAL
area 53 adventure park,852a100ffffffff,842a101ffffffff,0,50,REAL,0.90909090909090906,0,LOCAL
eyelash extensions,8529a1c3fffffff,8429a1dffffffff,0,50,REAL,0.90909090909090906,0.090909090909090912,LOCAL
the who,8529a1d7fffffff,8429a1dffffffff,0,50,REAL,1,0,LOCAL
massage,85266d4bfffffff,84266d5ffffffff,0,50,REAL,0.81818181818181823,0.090909090909090912,LOCAL
facial,85446c27fffffff,84446c3ffffffff,0,50,REAL,0.81818181818181823,0.18181818181818182,LOCAL
oil change,85441377fffffff,8444137ffffffff,0,50,REAL,0.81818181818181823,0.090909090909090912,LOCAL
escape room,85446caffffffff,84446cbffffffff,0,50,REAL,1,0,LOCAL
hydrafacial,85275927fffffff,8427593ffffffff,0,50,REAL,0.90909090909090906,0,LOCAL
float tank,8528f003fffffff,8428f01ffffffff,0,50,REAL,0.90909090909090906,0.090909090909090912,LOCAL
iv therapy,8544c1abfffffff,8444c1bffffffff,0,50,REAL,0.81818181818181823,0,LOCAL
escapology,8548eba7fffffff,8448ebbffffffff,0,50,REAL,1,0,LOCAL
trampoline,85275263fffffff,8427527ffffffff,0,50,REAL,0.90909090909090906,0.090909090909090912,LOCAL
aquarium,8529b69bfffffff,8429b69ffffffff,0,50,REAL,0.81818181818181823,0.090909090909090912,LOCAL
massage,85489e2ffffffff,84489e3ffffffff,0,50,REAL,0.90909090909090906,0,LOCAL
massage,85298687fffffff,8429869ffffffff,0,50,REAL,0.81818181818181823,0.18181818181818182,LOCAL
couples massage,85446c37fffffff,84446c3ffffffff,0,50,REAL,0.81818181818181823,0.18181818181818182,LOCAL
facial,852759affffffff,842759bffffffff,0,50,REAL,1,0,LOCAL
brazilian wax,8529a007fffffff,8429a01ffffffff,0,50,REAL,0.81818181818181823,0,LOCAL
ghost tour,852aa87bfffffff,842aa87ffffffff,0,50,REAL,0.81818181818181823,0,LOCAL
big air corona,8529a0bbfffffff,8429a0bffffffff,0,50,REAL,0.81818181818181823,0,LOCAL
pottery class,8544a10ffffffff,8444a11ffffffff,0,50,REAL,0.90909090909090906,0,LOCAL
mad art,8544a10ffffffff,8444a11ffffffff,0,50,REAL,0.90909090909090906,0.090909090909090912,LOCAL
trampoline park,852a931bfffffff,842a931ffffffff,0,50,REAL,0.81818181818181823,0.090909090909090912,LOCAL
emerald downs,8528d5cbfffffff,8428d5dffffffff,0,50,REAL,0.81818181818181823,0,LOCAL
food,852ab2d7fffffff,842ab2dffffffff,0,50,REAL,0.90909090909090906,0,LOCAL
full synthetic oil change,852aa8c7fffffff,842aa8dffffffff,0,50,REAL,0.90909090909090906,0,LOCAL
lymphatic massage,8529a563fffffff,8429a57ffffffff,0,50,REAL,0.90909090909090906,0.090909090909090912,LOCAL
air duct cleaning,8526aa6bfffffff,8426aa7ffffffff,0,50,REAL,0.81818181818181823,0.090909090909090912,LOCAL
rock climbing,852af633fffffff,842af63ffffffff,0,50,REAL,0.90909090909090906,0,LOCAL
lymphatic massage,8548eba3fffffff,8448ebbffffffff,0,50,REAL,0.81818181818181823,0,LOCAL
prp microneedling,85268cc3fffffff,84268cdffffffff,0,50,REAL,0.81818181818181823,0.18181818181818182,LOCAL
vi peel,852664cbfffffff,842664dffffffff,0,50,REAL,0.90909090909090906,0,LOCAL
acupuncture,8544c13bfffffff,8444c13ffffffff,0,50,REAL,0.81818181818181823,0,LOCAL
emsculpt,852a3077fffffff,842a307ffffffff,0,50,REAL,0.90909090909090906,0,LOCAL
joyce honda,852a12b3fffffff,842a12bffffffff,0,50,REAL,0.81818181818181823,0.090909090909090912,LOCAL
